target_chembl_id,molecule_chembl_id,canonical_smiles,standard_type,assay_type,pchembl_value,RDKit_Molecule,Gasteiger/Marsili Partial Charges,BalabanJ,BertzCT,Ipc,HallKierAlpha,Kappa1 - Kappa3,"Chi0, Chi1",Chi0n - Chi4n,Chi0v - Chi4v,MolLogP,MolMR,MolWt,ExactMolWt,HeavyAtomCount,HeavyAtomMolWt,NHOHCount,NOCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,NumAmideBonds,"Num{Aromatic,Saturated,Aliphatic}Rings","Num{Aromatic,Saturated,Aliphatic}{Hetero,Carbo}cycles",RingCount,FractionCSP3,NumSpiroAtoms,NumBridgeheadAtoms,TPSA,LabuteASA,PEOE_VSA1 - PEOE_VSA14,SMR_VSA1 - SMR_VSA10,SlogP_VSA1 - SlogP_VSA12,EState_VSA1 - EState_VSA11,VSA_EState1 - VSA_EState10,MQNs,Topliss fragments,Autocorr2D,BCUT2D
CHEMBL205,CHEMBL100075,CC(C)c1cc(-c2ccccc2)cc(C(C)C)[n+]1CC(=O)OCCOc1ccc2nc(S(N)(=O)=O)sc2c1.[O-][Cl+3]([O-])([O-])[O-],Ki,B,8.15,<rdkit.Chem.rdchem.Mol object at 0x14529d0a0>,777,9.343416562887425e-07,1620.2577308392977,1281578208.0876703,-3.2099999999999995,777,777,777,777,0.011200000000003096,147.69819999999984,654.1630000000004,653.126849284,43,621.9070000000004,2,12,11,1,15,10,232,777,777,777,4,0.32142857142857145,777,777,204.7,255.29901150399735,777,777,777,777,777,777,777,777,777
CHEMBL205,CHEMBL100266,CN(C)CCOC(=O)c1cccc(S(=O)(=O)Nc2nnc(S(N)(=O)=O)s2)c1,Ki,B,8.68,<rdkit.Chem.rdchem.Mol object at 0x10ded8dc0>,777,2.165406707639829,1032.2146215344071,657154.6905381193,-2.13,777,777,777,777,-0.2952999999999994,97.36920000000002,435.5090000000001,435.034096264,27,418.3730000000001,3,11,10,2,14,8,148,777,777,777,2,0.3076923076923077,777,777,161.64999999999998,159.80752636345824,777,777,777,777,777,777,777,777,777
CHEMBL205,CHEMBL100329,CCN(CC)CCNC(=O)c1cccc(S(=O)(=O)Nc2nnc(S(N)(=O)=O)s2)c1,Ki,B,8.77,<rdkit.Chem.rdchem.Mol object at 0x14529d340>,777,2.103708056611507,1063.6161829383275,1973102.543944338,-2.13,777,777,777,777,0.05790000000000067,108.65390000000002,462.5790000000002,462.08138080400005,29,440.4030000000001,4,11,9,3,14,10,160,777,777,777,2,0.4,777,777,164.45,172.97372754635265,777,777,777,777,777,777,777,777,777
CHEMBL205,CHEMBL100456,CCc1cc(-c2ccccc2)cc(CC)[n+]1CC(=O)Oc1ccc2nc(S(N)(=O)=O)sc2c1.[O-][Cl+3]([O-])([O-])[O-],Ki,B,8.15,<rdkit.Chem.rdchem.Mol object at 0x14529d3a0>,777,7.32120970071094e-07,1506.5544202142817,147050073.8648255,-3.0099999999999993,777,777,777,777,-1.127399999999997,127.45720000000004,582.0560000000003,581.0693344079998,38,557.8640000000003,2,11,10,1,14,7,202,777,777,777,4,0.20833333333333334,777,777,195.47,224.72569781690405,777,777,777,777,777,777,777,777,777
CHEMBL205,CHEMBL100580,Cc1cc(C)[n+](CC(=O)NNc2ccc(S(N)(=O)=O)cc2)c(C)c1.[O-][Cl+3]([O-])([O-])[O-],Ki,B,6.5,<rdkit.Chem.rdchem.Mol object at 0x14529d400>,777,7.491665113259853e-07,931.2189479850135,730192.7062346675,-2.3199999999999994,777,777,777,777,-4.065939999999997,90.42860000000005,448.8850000000002,448.0819476919999,29,427.7170000000002,4,11,8,3,13,5,160,777,777,777,2,0.25,777,777,197.41,169.7183008712944,777,777,777,777,777,777,777,777,777
CHEMBL205,CHEMBL100733,CC(C)c1cc(-c2ccccc2)cc(C(C)C)[n+]1CC(=O)NCCC(=O)Nc1nnc(S(N)(=O)=O)s1.[O-][Cl+3]([O-])([O-])[O-],Ki,B,8.22,<rdkit.Chem.rdchem.Mol object at 0x14529d460>,777,1.0795550786546776e-06,1408.8209447644776,346637682.51876986,-3.0900000000000003,777,777,777,777,-2.2241999999999944,137.78960000000004,631.1330000000003,630.1333316319999,41,599.8850000000002,4,14,11,3,17,10,224,777,777,777,3,0.375,777,777,240.26,243.20454664425608,777,777,777,777,777,777,777,777,777
CHEMBL205,CHEMBL100748,CCc1cc(-c2ccccc2)cc(CC)[n+]1CC(=O)Nc1nccc(Nc2ccc(S(N)(=O)=O)cc2)n1.[O-][Cl+3]([O-])([O-])[O-],Ki,B,7.82,<rdkit.Chem.rdchem.Mol object at 0x14529d4c0>,777,8.918915011213944e-07,1585.5396449967352,871027529.7766536,-4.02,777,777,777,777,-1.1703999999999972,142.58859999999993,617.0840000000002,616.1506959480001,42,587.8520000000003,4,13,10,3,15,9,222,777,777,777,4,0.18518518518518517,777,777,223.19,244.66659133947707,777,777,777,777,777,777,777,777,777
CHEMBL205,CHEMBL100757,Cc1cc(-c2ccccc2)cc(C)[n+]1CC(=O)OCCc1ccc(S(N)(=O)=O)cc1.[O-][Cl+3]([O-])([O-])[O-],Ki,B,7.47,<rdkit.Chem.rdchem.Mol object at 0x14529d520>,777,7.839997440667551e-07,1215.7580802788873,21093558.461688578,-2.8999999999999995,777,777,777,777,-2.0647599999999953,114.02520000000004,524.9790000000003,524.1020144399998,35,499.7790000000002,2,10,8,1,12,7,188,777,777,777,3,0.21739130434782608,777,777,182.58,205.18402203381083,777,777,777,777,777,777,777,777,777
CHEMBL205,CHEMBL100760,CCc1cc(-c2ccccc2)cc(CC)[n+]1CC(=O)Nc1ccc(S(N)(=O)=O)cc1F.[O-][Cl+3]([O-])([O-])[O-],Ki,B,7.8,<rdkit.Chem.rdchem.Mol object at 0x14529d580>,777,8.299137338923541e-07,1286.0228818827163,33490713.476370994,-2.9699999999999993,777,777,777,777,-1.5648999999999964,117.23190000000004,541.9850000000001,541.1085770399999,36,516.7850000000002,3,10,7,2,13,7,194,777,777,777,3,0.21739130434782608,777,777,185.38,209.78587439083825,777,777,777,777,777,777,777,777,777
CHEMBL205,CHEMBL100860,CC(C)c1cc(-c2ccccc2)cc(C(C)C)[n+]1CC(=O)Nc1ccc(S(=O)(=O)Nc2nnc(S(N)(=O)=O)s2)cc1.[O-][Cl+3]([O-])([O-])[O-],Ki,B,8.3,<rdkit.Chem.rdchem.Mol object at 0x14529d5e0>,777,1.067706761405769e-06,1844.8828504853743,4162388824.952744,-3.59,777,777,777,777,-0.9296999999999951,157.41339999999974,715.2320000000002,714.100317252,46,683.9840000000003,4,15,12,3,19,10,248,777,777,777,4,0.25925925925925924,777,777,257.33,271.7660682995017,777,777,777,777,777,777,777,777,777
CHEMBL205,CHEMBL100873,CC(C)c1cc(-c2ccccc2)cc(C(C)C)[n+]1CC(=O)Nc1ccccc1S(N)(=O)=O.[O-][Cl+3]([O-])([O-])[O-],Ki,B,6.56,<rdkit.Chem.rdchem.Mol object at 0x1454b2fa0>,777,8.771664112204196e-07,1290.6071319676992,46050261.10430247,-2.8999999999999995,777,777,777,777,-0.5819999999999961,126.69590000000004,552.0490000000002,551.1492989799999,37,521.8090000000003,3,10,7,2,12,7,200,777,777,777,3,0.28,777,777,185.38,218.35022321670522,777,777,777,777,777,777,777,777,777
CHEMBL205,CHEMBL100906,Cc1cc(-c2ccccc2)cc(C)[n+]1CC(=O)OCCOc1ccc2nc(S(N)(=O)=O)sc2c1.[O-][Cl+3]([O-])([O-])[O-],Ki,B,8.4,<rdkit.Chem.rdchem.Mol object at 0x14529d640>,777,7.70558499835546e-07,1527.3606469643987,220393266.88209316,-3.2099999999999995,777,777,777,777,-1.6187599999999966,128.99420000000003,598.0550000000003,597.064249028,39,573.8630000000003,2,12,11,1,15,8,208,777,777,777,4,0.20833333333333334,777,777,204.7,229.83924304641096,777,777,777,777,777,777,777,777,777
CHEMBL205,CHEMBL101002,CC(C)c1cc(-c2ccccc2)cc(C(C)C)[n+]1CC(=O)OCc1ccc(S(N)(=O)=O)cc1.[O-][Cl+3]([O-])([O-])[O-],Ki,B,7.15,<rdkit.Chem.rdchem.Mol object at 0x14529d6a0>,777,9.257572603124266e-07,1288.5992609446475,76405174.99787733,-2.8999999999999995,777,777,777,777,-0.4772999999999963,127.86220000000004,567.0600000000003,566.1489646319998,38,535.8120000000004,2,10,8,1,12,8,206,777,777,777,3,0.3076923076923077,777,777,182.58,224.27884837700063,777,777,777,777,777,777,777,777,777
CHEMBL205,CHEMBL101174,Cc1cc(-c2ccccc2)cc(C)[n+]1CC(=O)Nc1ccccc1S(N)(=O)=O.[O-][Cl+3]([O-])([O-])[O-],Ki,B,6.67,<rdkit.Chem.rdchem.Mol object at 0x14529d700>,777,6.961903049422737e-07,1201.10084524597,7853491.99947381,-2.8999999999999995,777,777,777,777,-2.211959999999997,107.99190000000003,495.94100000000014,495.0866987239999,33,473.7650000000002,3,10,7,2,12,5,176,777,777,777,3,0.14285714285714285,777,777,185.38,192.89045475911877,777,777,777,777,777,777,777,777,777
CHEMBL205,CHEMBL101183,Cc1cc(C)[n+](CC(=O)Nc2ccc(S(N)(=O)=O)cc2I)c(C)c1.[O-][Cl+3]([O-])([O-])[O-],Ki,B,7.31,<rdkit.Chem.rdchem.Mol object at 0x14529d760>,777,7.491665254393128e-07,981.0534722301398,631165.1718736065,-1.3899999999999992,777,777,777,777,-2.9659399999999962,100.00990000000003,559.7660000000002,558.9676966279998,29,540.6140000000001,3,10,7,2,13,4,160,777,777,777,2,0.25,777,777,185.38,183.46014078849495,777,777,777,777,777,777,777,777,777
CHEMBL205,CHEMBL101190,Cc1cc(C)[n+](CC(=O)Nc2ccc(S(=O)(=O)Nc3nnc(S(N)(=O)=O)s3)cc2)c(C)c1.[O-][Cl+3]([O-])([O-])[O-],Ki,B,8.22,<rdkit.Chem.rdchem.Mol object at 0x14529d7c0>,777,8.771663617022314e-07,1458.8135107470484,41106700.3131765,-2.8099999999999996,777,777,777,777,-3.9182399999999964,118.01040000000002,597.0530000000002,596.022066932,37,575.8850000000003,4,15,12,3,19,7,202,777,777,777,3,0.2222222222222222,777,777,257.33,217.61414775024772,777,777,777,777,777,777,777,777,777
CHEMBL205,CHEMBL101196,Cc1cc(-c2ccccc2)cc(C)[n+]1CC(=O)OCc1ccc(S(N)(=O)=O)cc1.[O-][Cl+3]([O-])([O-])[O-],Ki,B,7.42,<rdkit.Chem.rdchem.Mol object at 0x14529d820>,777,7.394250714730913e-07,1199.0045452285547,13046683.609510059,-2.8999999999999995,777,777,777,777,-2.1072599999999957,109.15820000000004,510.9520000000002,510.0863643759999,34,487.76800000000026,2,10,8,1,12,6,182,777,777,777,3,0.18181818181818182,777,777,182.58,198.81907991941424,777,777,777,777,777,777,777,777,777
CHEMBL205,CHEMBL101330,Cc1cc(C)[n+](CC(=O)Nc2ccc(S(=O)(=O)/N=c3/sc(S(N)(=O)=O)nn3C)cc2)c(C)c1.[O-][Cl+3]([O-])([O-])[O-],Ki,B,8.3,<rdkit.Chem.rdchem.Mol object at 0x14529d880>,777,9.257572532880982e-07,1581.4507186932353,57393336.34588343,-2.8099999999999996,777,777,777,777,-4.485939999999996,121.12670000000003,611.0800000000003,610.037716996,38,587.8960000000003,3,15,12,2,19,6,208,777,777,777,3,0.2631578947368421,777,777,249.7,223.53452165349174,777,777,777,777,777,777,777,777,777
CHEMBL205,CHEMBL101370,NS(=O)(=O)c1cc2cc(CNCCF)sc2o1,Ki,B,8.47,<rdkit.Chem.rdchem.Mol object at 0x14529d8e0>,777,2.20031513109628,585.7519472103766,7909.969530670334,-0.9600000000000002,777,777,777,777,1.2008000000000005,63.14590000000001,278.33,278.019512432,17,267.24199999999996,3,5,5,2,8,5,94,777,777,777,2,0.3333333333333333,777,777,85.33,101.45865070487241,777,777,777,777,777,777,777,777,777
CHEMBL205,CHEMBL101371,NS(=O)(=O)c1cc2cc(CNCc3ccccn3)sc2o1,Ki,B,8.09,<rdkit.Chem.rdchem.Mol object at 0x14529d940>,777,1.6680720042423234,821.8089595230822,81790.26668712556,-1.7399999999999995,777,777,777,777,1.8265000000000005,80.24490000000003,323.39900000000006,323.039833276,21,310.295,3,6,6,2,8,5,110,777,777,777,3,0.15384615384615385,777,777,98.22,125.2049153745601,777,777,777,777,777,777,777,777,777
CHEMBL205,CHEMBL102068,CC(C)c1cc(-c2ccccc2)cc(C(C)C)[n+]1CC(=O)Nc1ccc(S(N)(=O)=O)cc1F.[O-][Cl+3]([O-])([O-])[O-],Ki,B,7.75,<rdkit.Chem.rdchem.Mol object at 0x14529d9a0>,777,9.257572816670783e-07,1344.4444284428316,66438895.46013434,-2.9699999999999993,777,777,777,777,-0.4428999999999963,126.65390000000005,570.0390000000002,569.1398771679999,38,540.8070000000002,3,10,7,2,13,7,206,777,777,777,3,0.28,777,777,185.38,222.51575861963147,777,777,777,777,777,777,777,777,777
CHEMBL205,CHEMBL102316,CCc1cc(-c2ccccc2)cc(CC)[n+]1CC(=O)NCCc1ccc(S(N)(=O)=O)cc1.[O-][Cl+3]([O-])([O-])[O-],Ki,B,7.5,<rdkit.Chem.rdchem.Mol object at 0x14529da00>,777,8.771663570915679e-07,1248.8826156684113,62195004.3644665,-2.8999999999999995,777,777,777,777,-1.9837999999999953,125.35790000000003,552.0490000000002,551.1492989799999,37,521.8090000000003,3,10,7,2,12,9,200,777,777,777,3,0.28,777,777,185.38,218.35022321670522,777,777,777,777,777,777,777,777,777
CHEMBL205,CHEMBL102401,CC(C)c1cc(-c2ccccc2)cc(C(C)C)[n+]1CC(=O)Nc1nnc(S(N)(=O)=O)s1.[O-][Cl+3]([O-])([O-])[O-],Ki,B,8.05,<rdkit.Chem.rdchem.Mol object at 0x14529da60>,777,8.299137428956821e-07,1258.4798052946408,33885609.38046901,-2.56,777,777,777,777,-1.7304999999999957,120.16290000000005,560.0540000000002,559.096217852,36,533.8460000000002,3,12,10,2,15,7,196,777,777,777,3,0.3333333333333333,777,777,211.16,214.39833601741444,777,777,777,777,777,777,777,777,777
CHEMBL205,CHEMBL102656,Cc1cc(C)[n+](CC(=O)Nc2ccc(S(N)(=O)=O)cc2Cl)c(C)c1.[O-][Cl+3]([O-])([O-])[O-],Ki,B,7.68,<rdkit.Chem.rdchem.Mol object at 0x14529dac0>,777,7.491665254393128e-07,979.0534722301398,631165.1718736065,-1.8299999999999992,777,777,777,777,-2.9171399999999963,92.30290000000004,468.31500000000017,467.0320763079999,29,449.16300000000024,3,10,7,2,13,4,160,777,777,777,2,0.25,777,777,185.38,174.501568894333,777,777,777,777,777,777,777,777,777
CHEMBL205,CHEMBL102705,Cc1cc(C)[n+](CC(=O)Nc2ccc3nc(S(N)(=O)=O)sc3c2)c(C)c1.[O-][Cl+3]([O-])([O-])[O-],Ki,B,8.05,<rdkit.Chem.rdchem.Mol object at 0x14529db20>,777,6.13743457300017e-07,1193.9284754716698,2832382.252838451,-2.2299999999999995,777,777,777,777,-2.9608399999999966,100.47090000000003,490.94700000000023,490.0383686279999,31,471.7950000000002,3,11,9,2,14,4,168,777,777,777,3,0.23529411764705882,777,777,198.27,183.7399784505445,777,777,777,777,777,777,777,777,777
CHEMBL205,CHEMBL102722,CCc1cc(-c2ccccc2)cc(CC)[n+]1CC(=O)Nc1ccc(S(=O)(=O)Nc2nnc(S(N)(=O)=O)s2)cc1.[O-][Cl+3]([O-])([O-])[O-],Ki,B,8.3,<rdkit.Chem.rdchem.Mol object at 0x14529db80>,777,9.777943925389844e-07,1783.0269198671901,2097489747.7814991,-3.59,777,777,777,777,-2.051699999999996,147.99139999999986,687.1780000000002,686.069017124,44,659.9620000000002,4,15,12,3,19,10,236,777,777,777,4,0.2,777,777,257.33,259.03618407070843,777,777,777,777,777,777,777,777,777
CHEMBL205,CHEMBL102793,CC(C)c1cc(-c2ccccc2)cc(C(C)C)[n+]1CC(=O)Nc1cccc(S(N)(=O)=O)c1.[O-][Cl+3]([O-])([O-])[O-],Ki,B,6.63,<rdkit.Chem.rdchem.Mol object at 0x14529dbe0>,777,8.771664050053127e-07,1290.6071319676992,45462653.05198021,-2.8999999999999995,777,777,777,777,-0.5819999999999961,126.69590000000004,552.0490000000002,551.1492989799999,37,521.8090000000003,3,10,7,2,12,7,200,777,777,777,3,0.28,777,777,185.38,218.35022321670522,777,777,777,777,777,777,777,777,777
CHEMBL205,CHEMBL102870,CC(C)c1cc(-c2ccccc2)cc(C(C)C)[n+]1CC(=O)Nc1ccc(S(N)(=O)=O)cc1I.[O-][Cl+3]([O-])([O-])[O-],Ki,B,7.43,<rdkit.Chem.rdchem.Mol object at 0x14529dc40>,777,9.257572816670783e-07,1344.4444284428316,66438895.46013434,-2.1699999999999995,777,777,777,777,0.022600000000002507,139.41289999999995,677.9450000000002,677.045946948,38,648.7130000000002,3,10,7,2,13,7,206,777,777,777,3,0.28,777,777,185.38,237.61206133774886,777,777,777,777,777,777,777,777,777
CHEMBL205,CHEMBL102904,Cc1cc(-c2ccccc2)cc(C)[n+]1CC(=O)Nc1ccc(S(N)(=O)=O)cc1F.[O-][Cl+3]([O-])([O-])[O-],Ki,B,7.92,<rdkit.Chem.rdchem.Mol object at 0x14529dca0>,777,7.394250873397485e-07,1254.2647788118861,11334357.810553296,-2.9699999999999993,777,777,777,777,-2.072859999999997,107.94990000000004,513.9310000000002,513.0772769119999,34,492.76300000000015,3,10,7,2,13,5,182,777,777,777,3,0.14285714285714285,777,777,185.38,197.05599016204502,777,777,777,777,777,777,777,777,777
CHEMBL205,CHEMBL102922,Cc1cc(C)[n+](CC(=O)Nc2ccc(S(=O)(=O)Nc3cccc(S(N)(=O)=O)c3)cc2)c(C)c1.[O-][Cl+3]([O-])([O-])[O-],Ki,B,7.82,<rdkit.Chem.rdchem.Mol object at 0x14529dd00>,777,9.257572392437749e-07,1494.1077960718678,55184319.22356362,-3.149999999999999,777,777,777,777,-2.769739999999996,124.54340000000002,589.0480000000003,588.07514806,38,563.8480000000004,4,13,9,3,16,7,206,777,777,777,3,0.18181818181818182,777,777,231.55,221.56603494953848,777,777,777,777,777,777,777,777,777
CHEMBL205,CHEMBL103015,CCc1cc(-c2ccccc2)cc(CC)[n+]1CC(=O)NCCC(=O)Nc1nnc(S(N)(=O)=O)s1.[O-][Cl+3]([O-])([O-])[O-],Ki,B,8.4,<rdkit.Chem.rdchem.Mol object at 0x14529dd60>,777,9.75685870004605e-07,1349.6837521141101,174686483.16514748,-3.0900000000000003,777,777,777,777,-3.346199999999995,128.36760000000004,603.0790000000002,602.1020315039999,39,575.8630000000003,4,14,11,3,17,10,212,777,777,777,3,0.3181818181818182,777,777,240.26,230.47466241546286,777,777,777,777,777,777,777,777,777
CHEMBL205,CHEMBL103087,CNCc1cc2cc(S(N)(=O)=O)oc2s1,Ki,B,7.49,<rdkit.Chem.rdchem.Mol object at 0x14529ddc0>,777,2.47182126019834,550.5678216632483,2844.65374183968,-0.8899999999999999,777,777,777,777,0.8611,58.22790000000002,246.31299999999996,246.01328418,15,236.23299999999998,3,5,5,2,7,3,82,777,777,777,2,0.25,777,777,85.33,90.92817318754956,777,777,777,777,777,777,777,777,777
CHEMBL205,CHEMBL103143,COCCN(CCOC)Cc1cc2cc(S(N)(=O)=O)oc2s1,Ki,B,8.59,<rdkit.Chem.rdchem.Mol object at 0x14529de20>,777,2.0999180034979865,667.6534888736747,88096.0902205657,-0.97,777,777,777,777,1.2365,84.49320000000004,348.4460000000001,348.0813637399999,22,328.28600000000006,2,7,7,1,9,9,124,777,777,777,2,0.5384615384615384,777,777,94.99999999999999,133.1899457051417,777,777,777,777,777,777,777,777,777
CHEMBL205,CHEMBL103182,CCc1cc(-c2ccccc2)cc(CC)[n+]1CC(=O)Nc1ccccc1S(N)(=O)=O.[O-][Cl+3]([O-])([O-])[O-],Ki,B,6.62,<rdkit.Chem.rdchem.Mol object at 0x14529de80>,777,7.839997889467267e-07,1232.6017083223205,23215348.359941185,-2.8999999999999995,777,777,777,777,-1.7039999999999962,117.27390000000003,523.9950000000001,523.1179988519999,35,497.78700000000026,3,10,7,2,12,7,188,777,777,777,3,0.21739130434782608,777,777,185.38,205.620338987912,777,777,777,777,777,777,777,777,777
CHEMBL205,CHEMBL103194,Cc1cc(-c2ccccc2)cc(C)[n+]1CC(=O)NCc1ccc(S(N)(=O)=O)cc1.[O-][Cl+3]([O-])([O-])[O-],Ki,B,7.51,<rdkit.Chem.rdchem.Mol object at 0x14529dee0>,777,7.394250714730913e-07,1200.5981732719881,13046683.609510059,-2.8999999999999995,777,777,777,777,-2.534259999999996,111.20890000000003,509.9680000000002,509.1023487879999,34,485.7760000000002,3,10,7,2,12,6,182,777,777,777,3,0.18181818181818182,777,777,185.38,199.25539687351542,777,777,777,777,777,777,777,777,777
CHEMBL205,CHEMBL103255,COCCOCCN(CCOC)Cc1cc2cc(S(N)(=O)=O)oc2s1,Ki,B,8.44,<rdkit.Chem.rdchem.Mol object at 0x14529df40>,777,1.9646392069629866,723.7464574142974,385924.49831628875,-1.01,777,777,777,777,1.2531000000000003,95.31220000000006,392.4990000000001,392.10757848799994,25,368.3070000000001,2,8,8,1,10,12,142,777,777,777,2,0.6,777,777,104.23,151.0333751634418,777,777,777,777,777,777,777,777,777
CHEMBL205,CHEMBL103302,Cc1cc(-c2ccccc2)cc(C)[n+]1CC(=O)Nc1ccc(S(N)(=O)=O)cc1.[O-][Cl+3]([O-])([O-])[O-],Ki,B,6.96,<rdkit.Chem.rdchem.Mol object at 0x14529dfa0>,777,6.961902957547234e-07,1183.8508452459703,7807762.363856558,-2.8999999999999995,777,777,777,777,-2.211959999999997,107.99190000000003,495.94100000000014,495.0866987239999,33,473.7650000000002,3,10,7,2,12,5,176,777,777,777,3,0.14285714285714285,777,777,185.38,192.89045475911877,777,777,777,777,777,777,777,777,777
CHEMBL205,CHEMBL103325,CCc1cc(-c2ccccc2)cc(CC)[n+]1CC(=O)Nc1ccc(S(N)(=O)=O)cc1.[O-][Cl+3]([O-])([O-])[O-],Ki,B,6.9,<rdkit.Chem.rdchem.Mol object at 0x1452cc040>,777,7.839997781947335e-07,1215.3517083223203,23078113.695633713,-2.8999999999999995,777,777,777,777,-1.7039999999999966,117.27390000000003,523.9950000000001,523.1179988519999,35,497.78700000000026,3,10,7,2,12,7,188,777,777,777,3,0.21739130434782608,777,777,185.38,205.620338987912,777,777,777,777,777,777,777,777,777
CHEMBL205,CHEMBL103346,Cc1cc(C)[n+](CC(=O)Nc2ccccc2S(N)(=O)=O)c(C)c1.[O-][Cl+3]([O-])([O-])[O-],Ki,B,6.55,<rdkit.Chem.rdchem.Mol object at 0x1452cc0a0>,777,6.963477090494209e-07,929.9456171275365,436484.7427177667,-2.119999999999999,777,777,777,777,-3.5705399999999967,87.29290000000005,433.87000000000023,433.07104865999986,28,413.71000000000015,3,10,7,2,12,4,154,777,777,777,2,0.25,777,777,185.38,164.19830266745134,777,777,777,777,777,777,777,777,777
CHEMBL205,CHEMBL103361,CCc1cc(-c2ccccc2)cc(CC)[n+]1CC(=O)Nc1ccc(S(N)(=O)=O)cc1Br.[O-][Cl+3]([O-])([O-])[O-],Ki,B,7.68,<rdkit.Chem.rdchem.Mol object at 0x1452cc100>,777,8.299137338923541e-07,1286.0228818827163,33490713.476370994,-2.4199999999999995,777,777,777,777,-0.9414999999999969,124.97390000000003,602.8910000000001,601.0285109199999,36,577.6910000000003,3,10,7,2,13,7,194,777,777,777,3,0.21739130434782608,777,777,185.38,219.48788659355336,777,777,777,777,777,777,777,777,777
CHEMBL205,CHEMBL103392,Cc1cc(-c2ccccc2)cc(C)[n+]1CC(=O)Oc1ccc2nc(S(N)(=O)=O)sc2c1.[O-][Cl+3]([O-])([O-])[O-],Ki,B,8.3,<rdkit.Chem.rdchem.Mol object at 0x1452cc160>,777,6.582578639969448e-07,1474.004374932388,50056250.272990935,-3.0099999999999993,777,777,777,777,-1.635359999999997,118.17520000000005,554.0020000000002,553.0380342799998,36,533.8420000000002,2,11,10,1,14,5,190,777,777,777,4,0.13636363636363635,777,777,195.47,211.99581358811088,777,777,777,777,777,777,777,777,777
CHEMBL205,CHEMBL103398,Cc1cc(-c2ccccc2)cc(C)[n+]1CC(=O)Nc1ccc(S(N)(=O)=O)cc1Br.[O-][Cl+3]([O-])([O-])[O-],Ki,B,7.89,<rdkit.Chem.rdchem.Mol object at 0x1452cc1c0>,777,7.394250873397485e-07,1254.2647788118861,11334357.810553296,-2.4199999999999995,777,777,777,777,-1.4494599999999969,115.69190000000005,574.8370000000002,572.9972107919999,34,553.6690000000002,3,10,7,2,13,5,182,777,777,777,3,0.14285714285714285,777,777,185.38,206.75800236476016,777,777,777,777,777,777,777,777,777
CHEMBL205,CHEMBL103407,Cc1cc(C)[n+](CC(=O)NCCc2ccc(S(N)(=O)=O)cc2)c(C)c1.[O-][Cl+3]([O-])([O-])[O-],Ki,B,7.44,<rdkit.Chem.rdchem.Mol object at 0x1452cc220>,777,8.039998097022475e-07,945.2599069526854,1183159.4721762012,-2.119999999999999,777,777,777,777,-3.8503399999999948,95.37690000000005,461.9240000000002,461.10234878799986,30,437.7320000000002,3,10,7,2,12,6,166,777,777,777,2,0.3333333333333333,777,777,185.38,176.92818689624454,777,777,777,777,777,777,777,777,777
CHEMBL205,CHEMBL103413,Cc1cc(-c2ccccc2)cc(C)[n+]1CC(=O)Nc1c(S(N)(=O)=O)cc(S(N)(=O)=O)c(Cl)c1Cl.[O-][Cl+3]([O-])([O-])[O-],Ki,B,7.92,<rdkit.Chem.rdchem.Mol object at 0x1452cc280>,777,9.756859524045403e-07,1584.7651259184502,76941256.66021809,-2.4099999999999997,777,777,777,777,-2.2577599999999967,129.38510000000005,643.9110000000003,641.9815532919998,39,622.7430000000003,5,13,9,3,18,6,212,777,777,777,3,0.14285714285714285,777,777,245.54,235.59765380231,777,777,777,777,777,777,777,777,777
CHEMBL205,CHEMBL103415,CCc1cc(-c2ccccc2)cc(CC)[n+]1CC(=O)Nc1cc(C(F)(F)F)c(S(N)(=O)=O)cc1S(N)(=O)=O.[O-][Cl+3]([O-])([O-])[O-],Ki,B,7.85,<rdkit.Chem.rdchem.Mol object at 0x1452cc2e0>,777,1.1887714655730715e-06,1668.3473183072188,466284826.8459251,-3.1999999999999993,777,777,777,777,-2.0377999999999963,133.64910000000006,671.0720000000001,670.078182752,43,644.8640000000003,5,13,9,3,19,8,236,777,777,777,3,0.25,777,777,245.54,246.58255390051517,777,777,777,777,777,777,777,777,777
CHEMBL205,CHEMBL103420,CCc1cc(-c2ccccc2)cc(CC)[n+]1CC(=O)OCCOc1ccc2nc(S(N)(=O)=O)sc2c1.[O-][Cl+3]([O-])([O-])[O-],Ki,B,8.3,<rdkit.Chem.rdchem.Mol object at 0x1452cc340>,777,8.504440607373757e-07,1560.0429446283774,645745658.2797884,-3.2099999999999995,777,777,777,777,-1.1107999999999967,138.27619999999996,626.1090000000003,625.095549156,41,597.8850000000003,2,12,11,1,15,10,220,777,777,777,4,0.2692307692307692,777,777,204.7,242.56912727520418,777,777,777,777,777,777,777,777,777
CHEMBL205,CHEMBL103478,CC(C)c1cc(-c2ccccc2)cc(C(C)C)[n+]1CC(=O)Oc1ccc2nc(S(N)(=O)=O)sc2c1.[O-][Cl+3]([O-])([O-])[O-],Ki,B,8.1,<rdkit.Chem.rdchem.Mol object at 0x1452cc3a0>,777,8.099997122567497e-07,1566.4889241715325,291759100.68309903,-3.0099999999999993,777,777,777,777,-0.005399999999997296,136.87919999999997,610.1100000000002,609.1006345359998,40,581.8860000000003,2,11,10,1,14,7,214,777,777,777,4,0.2692307692307692,777,777,195.47,237.45558204569727,777,777,777,777,777,777,777,777,777
